"ProductId";"ProductLanguageId";"ProductVariantId";"ProductNumber";"ProductName";"ProductShortDescription";"ProductLongDescription";"ProductPrice";"ProductWeight";"ProductVolume";"ProductActive";"ProductCreated";"ProductUpdated";"ProductCost";"brand";"Format";"Type";"EAN";"Document";"Material";"EcoFriendly";"Color";"SupplierItemNumber";"length";"width";"height";"Groups"
"PROD103";"LANG2";"";"10094";"The Seat by Ergo - Lycra Gel Saddle";"This saddle supports your body the same way as when you sit in a chair.";"<ul>      <li>Extra wide for unbelievable support and comfort</li>      <li>Short length provides a non-restrictive pedal stroke</li>      <li>Integrated rear reflectors for added visibility</li>      <li>Gel padding dissipates road vibration while providing plenty of padding for comfort</li></ul>";"39,99";"0";"0";"True";"15-01-2009 12:51:34:000";"05-02-2018 09:06:25:923";"0";"Ergo";"";"";"";"";"";"False";"";"";"";"";"";"""GROUP34"""
"PROD106";"LANG1";"";"10095";"Bell Bellistic Helmet";"<p>Whether you&rsquo;re bar spinnin&rsquo; at the local skate park or taking your big hit bike down the mountain, this tough helmet will protect your noggin&rsquo; like no other.</p>";"<ul>	<li>Multi-layered fiberglass shell with and EPS foam liner combines hard-hitting resistance with a great deal of comfort, even under impact</li>	<li>Full-face coverage with adjustable retention harness ensures ultimate protection and fit</li>	<li>15 built-in vents keep your head cool and ventilated</li>	<li>Adjustable visor protects your vision and large eye port accommodates goggles</li></ul>";"44,99";"2";"2";"True";"16-01-2009 11:35:54:000";"05-02-2018 09:06:25:957";"0";"Bell";"Nordic styl";"EPS material";"";"";"Plastic";"False";"#000000";"";"";"";"";"""GROUP111"",""GROUP21"""
"PROD106";"LANG2";"";"10095";"Bell Bellistic Helmet";"<p>Whether you&rsquo;re bar spinnin&rsquo; at the local skate park or taking your big hit bike down the mountain, this tough helmet will protect your noggin&rsquo; like no other.</p>";"<ul>      <li>Multi-layered fiberglass shell with and EPS foam liner combines hard-hitting resistance with a great deal of comfort, even under impact</li>      <li>Full-face coverage with adjustable retention harness ensures ultimate protection and fit</li>      <li>15 built-in vents keep your head cool and ventilated</li>      <li>Adjustable visor protects your vision and large eye port accommodates goggles</li></ul>";"44,99";"0";"0";"True";"16-01-2009 11:35:54:000";"05-02-2018 09:06:26:007";"0";"Bell";"Nordic styl";"EPS material";"";"";"Plastic";"False";"#000000";"";"";"";"";"""GROUP21"""
"PROD107";"LANG1";"";"10096";"Mongoose Ritual Street #2";"<p>If you want baptism by air, here’s your ride. Not only does this bike clear big jumps with ease, its tough, chromoly frame feels nearly weightless when you’re off the ground! Add on 100mm of front suspension to cushion the drops and 3-piece cranks for that sweet barspin. SHARK</p>";"<ul>	<li>Heavy-duty chromoly frame provides extra strength for jumps at the park (Green bike)</li>	<li>RST Space Jump offers 100mm of plush suspension for those hard hits</li>	<li>Heat treated, tubular chromoly 3-piece cranks guarantee a stiff and durable ride</li>	<li>Conical washers let you covert this single speed ride to an 8/9 speed bike Green bike</li>	<li>Hayes MX4 mechanical disc brakes deliver low maintenance, all-weather stopping power</li>	<li>Kenda K-Rad and Kenda Kiniption tires are designed for aggressive street jumping</li>	<li>Sun Ditch Witch rims with Mongoose rear disc hubs are built to withstand those tough landings on the pavement</li></ul>";"998";"0";"0";"True";"16-01-2009 11:42:57:000";"24-01-2018 13:56:36:990";"0";"Mongoose";"";"Stainless steel";"123456789021";"../DigitalAssets/Others/Documents/Ecommerce and ERP UK.pdf";"Chromoly";"False";"#4CAF50";"";"";"";"";"""GROUP14"",""GROUP55"""
"PROD107";"LANG2";"";"10096";"Mongoose Ritual Street #2";"<p>Hvis du vil have d&aring;b med fly, her er din tur. Ikke alene g&oslash;r denne cykel klart store spring med lethed, den h&aring;rde chromoliske ramme f&oslash;les n&aelig;sten v&aelig;gtl&oslash;s, n&aring;r du er ude af jorden! Tilf&oslash;j p&aring; 100mm forhjulsoph&aelig;ng for at d&aelig;mpe dr&aring;berne og 3-delede vinkler til den s&oslash;de spids, og du har selv en tur, der kan tackle alt p&aring; jorden eller i luften.</p>";"<ul>	<li>Kraftig chrom&nbsp;ramme giver ekstra styrke til spring i parken x</li>	<li>RST Space Jump tilbyder 100mm plys suspension for de hårde hits</li>	<li>Varmebehandlede, rørformede chromoliske 3-delt vev giver en stiv og holdbar kørsel</li>	<li>Koniske skiver gør dig skjult for denne single speed ride til en 8/9 speed cykel</li>	<li>Hayes MX4 mekaniske skivebremser leverer lav vedligeholdelse, alt vejrstopkraft</li>	<li>Kenda K-Rad og Kenda Kiniption dæk er designet til aggressiv street jump</li>	<li>Sun Ditch Witch fælge med mongoose bageste skive nav er bygget til at modstå de hårde landinger på fortovet</li></ul>";"9993";"0";"0";"True";"16-01-2009 11:42:57:000";"29-01-2018 10:39:04:450";"0";"Mongoose";"";"Stainless steel";"123456789021";"../DigitalAssets/Others/Documents/Ecommerce and ERP UK.pdf";"Chromoly";"False";"#4CAF50";"";"";"";"";"""GROUP14"",""GROUP55"""
"PROD108";"LANG1";"";"10097";"Headsweats Mid Cap";"<p>With more coverage than the skull cap, the mid cap provides you with more warmth and wicking for cooler winter rides.</p>";"<ul>	<li>Perfect for rides that drop below 50&deg;</li>	<li>It&rsquo;s a bit longer than a skullcap to provide extra warmth</li>	<li>CoolMax terrycloth sweatband to wick moisture away from your brow</li>	<li>Fits great under your helmet</li></ul>";"15,99";"0,5";"1";"True";"16-01-2009 11:59:48:000";"24-01-2018 13:39:40:080";"0";"";"";"";"123456789";"";"";"False";"";"";"";"";"";"""GROUP109"",""GROUP30"""
"PROD108";"LANG2";"";"10097";"Headsweats Mid Cap";"With more coverage than the skull cap, the mid cap provides you with more warmth and wicking for cooler winter rides.";"<li>Perfect for rides that drop below 50&deg;</li><li>It&rsquo;s a bit longer than a skullcap to provide extra warmth</li><li>CoolMax terrycloth sweatband to wick moisture away from your brow</li><li>Fits great under your helmet</li>";"15,99";"0";"0";"True";"16-01-2009 11:59:48:000";"05-02-2018 09:06:26:050";"0";"";"";"";"123456789";"";"";"False";"";"";"";"";"";"""GROUP30"""
"PROD109";"LANG1";"";"10098";"Performance Liberty City Cycling Cap";"<p>Whether you&rsquo;re a resident of the Liberty City or you just want a perfect match for your Scattante Liberty City Single Speed Road Bike, this classic cap will get the job done!</p>";"<ul>	<li>Lightweight cotton twill construction with a flip-up visor fits comfortably over your head and keeps you cool</li>	<li>KoolFit elastic band around the perimeter rapidly wicks away moisture from your forehead and transports it to the surface within seconds</li>	<li>Twill taped inner seams for a chafe-free experience</li></ul>";"14,99";"0,5";"1";"True";"16-01-2009 12:04:09:000";"24-01-2018 13:37:25:653";"0";"";"";"";"";"";"";"False";"";"";"";"";"";"""GROUP108"",""GROUP30"""
"PROD109";"LANG2";"";"10098";"Performance Liberty City Cycling Cap";"Whether you&rsquo;re a resident of the Liberty City or you just want a perfect match for your Scattante Liberty City Single Speed Road Bike, this classic cap will get the job done!";"<li>Lightweight cotton twill construction with a flip-up visor fits comfortably over your head and keeps you cool</li><li>KoolFit elastic band around the perimeter rapidly wicks away moisture from your forehead and transports it to the surface within seconds</li><li>Twill taped inner seams for a chafe-free experience</li>";"14,99";"0";"0";"True";"16-01-2009 12:04:09:000";"05-02-2018 09:06:26:113";"0";"";"";"";"";"";"";"False";"";"";"";"";"";"""GROUP30"""
"PROD11";"LANG1";"";"10005";"Mongoose Crossway 450 Disc";"<p>Ideal for bike paths, country roads and jaunts into town, this easy-rider uses cross/comfort geometry, inside-the-stays disc mounts and semi-aggressive tires to give you exceptional comfort.</p><p>&nbsp;</p>";"<ul>	<li>Mongoose aluminum frame with cross/comfort geometry puts you in a more upright position for easy pedaling</li>	<li>63mm of air sprung, front suspension gives you plush comfort over uneven terrain</li>	<li>FSA Alpha Drive triple cranks with SRAM/SR Suntour drivetrain offers tons of gear options for the hills and the flats</li>	<li>Mongoose aluminum handlebars, seatpost and stem deliver core-level strength, style and performance</li>	<li>Tektro IO mechanical disc brakes deliver rapid and controlled stopping power in any condition</li>	<li>Ritchey SpeedMax Delta tires keep you firmly planted on the trail or road</li>	<li>Durable Alex rims with Formula disc hubs maintain strength and rigidity no matter what you encounter</li>	<li>Ergo Comfort Dual Density grips and Mongoose Performance Hybrid saddle supply extra cushioning</li></ul>";"399";"0";"0";"True";"09-01-2009 11:22:14:000";"05-02-2018 09:06:26:173";"0";"Mongoose";"";"";"";"";"Titanium";"True";"";"";"";"";"";"""GROUP16"",""GROUP57"""
"PROD11";"LANG2";"";"10005";"Mongoose Crossway 450 Disc";"<p>Ideal for bike paths, country roads and jaunts into town, this easy-rider uses cross/comfort geometry, inside-the-stays disc mounts and semi-aggressive tires to give you exceptional comfort and performance wherever you ride.</p><p>&nbsp;</p>";"<p>Mongoose aluminum frame with cross/comfort geometry puts you in a more upright position for easy pedaling</p><p>63mm of air sprung, front suspension gives you plush comfort over uneven terrain</p><p>FSA Alpha Drive triple cranks with SRAM/SR Suntour drivetrain offers tons of gear options for the hills and the flats</p><p>Mongoose aluminum handlebars, seatpost and stem deliver core-level strength, style and performance</p><p>Tektro IO mechanical disc brakes deliver rapid and controlled stopping power in any condition</p><p>Ritchey SpeedMax Delta tires keep you firmly planted on the trail or road</p><p>Durable Alex rims with Formula disc hubs maintain strength and rigidity no matter what you encounter</p><p>Ergo Comfort Dual Density grips and Mongoose Performance Hybrid saddle supply extra cushioning</p>";"399";"0";"0";"True";"09-01-2009 11:22:14:000";"05-02-2018 09:06:26:243";"0";"Mongoose";"";"";"";"";"Titanium";"True";"";"";"";"";"";"""GROUP16"""
"PROD110";"LANG1";"";"10099";"Castelli Logo Bandana";"<p>Stop stinging sweat in its tracks with Castelli&rsquo;s tieback bandana.</p>";"<ul>	<li>Polyester fabric cools your entire noggin&rsquo; while keeping sweat out of your eyes</li>	<li>Designed to fit comfortably underneath your helmet</li></ul>";"16,99";"0,5";"1";"True";"16-01-2009 12:16:58:000";"05-02-2018 09:06:26:273";"0";"";"Nordic styl";"";"";"";"";"False";"";"";"";"";"";"""GROUP109"",""GROUP30"""
"PROD110";"LANG2";"";"10099";"Castelli Logo Bandana";"Stop stinging sweat in its tracks with Castelli&rsquo;s tieback bandana.";"<li>Polyester fabric cools your entire noggin&rsquo; while keeping sweat out of your eyes</li><li>Designed to fit comfortably underneath your helmet</li>";"16,99";"0";"0";"True";"16-01-2009 12:16:58:000";"05-02-2018 09:06:26:317";"0";"";"Nordic styl";"";"";"";"";"False";"";"";"";"";"";"""GROUP30"""
"PROD111";"LANG1";"";"10100";"K2 T:Nine Alliance Ladies Road Bike";"<p>An enthusiastic, road-ready bike inspired and developed by K2&rsquo;s T:Nine Alliance Team!</p>";"<ul>	<li>Butted 6061 aluminum frame with Reflex Road tuning for a lightweight and resilient ride</li>	<li>T:Nine design gives all women riders a customized fit and look</li>	<li>Smooth welded, carbon seatstays and fork smooth out the road ahead</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano 105 20-speed drivetrain with R600 compact cranks offer plenty of easy and efficient gearing options for the climbs</li>	<li>Shimano R700 brake/shift levers (Ultegra-level) with reach adjust are mounted on the T:Nine tuned handlebar to accommodate smaller hands for easier stops and gear changes</li>	<li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned, carbon seatpost adds personalized comfort - a favorite of the Alliance Team</li>	<li>FSA Gossamer dual-pivot brakes provide quick and easy stops</li>	<li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li>	<li>Continental Ultra Race tires for comfort and exceptional handling, especially on rough or wet road surfaces</li>	<li>American Classic Victory wheelset blends together strength, light weight and performance to give you a smooth, responsive ride in race conditions</li></ul>";"999";"0";"0";"True";"16-01-2009 12:25:00:000";"05-02-2018 09:06:26:347";"0";"K2 T";"";"";"";"";"Carbon";"True";"";"";"";"";"";"""GROUP15"",""GROUP60"""
"PROD111";"LANG2";"";"10100";"K2 T:Nine Alliance Ladies Road Bike";"An enthusiastic, road-ready bike inspired and developed by K2&rsquo;s T:Nine Alliance Team!";"<li>Butted 6061 aluminum frame with Reflex Road tuning for a lightweight and resilient ride</li><li>T:Nine design gives all women riders a customized fit and look</li><li>Smooth welded, carbon seatstays and fork smooth out the road ahead</li><li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li><li>Shimano 105 20-speed drivetrain with R600 compact cranks offer plenty of easy and efficient gearing options for the climbs</li><li>Shimano R700 brake/shift levers (Ultegra-level) with reach adjust are mounted on the T:Nine tuned handlebar to accommodate smaller hands for easier stops and gear changes</li><li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned, carbon seatpost adds personalized comfort - a favorite of the Alliance Team</li><li>FSA Gossamer dual-pivot brakes provide quick and easy stops</li><li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li><li>Continental Ultra Race tires for comfort and exceptional handling, especially on rough or wet road surfaces</li><li>American Classic Victory wheelset blends together strength, light weight and performance to give you a smooth, responsive ride in race conditions</li>";"999";"0";"0";"True";"16-01-2009 12:25:00:000";"05-02-2018 09:06:26:403";"0";"K2 T";"";"";"";"";"Carbon";"True";"";"";"";"";"";"""GROUP15"""
"PROD112";"LANG1";"";"10101";"K2 T:Nine Twister Ladies Road Bike";"<p>New, compact double gearing makes this advanced road bike lighter and easier to shift for 2008!</p>";"<ul>	<li>Lighter, more compliant ride thanks to a butted frame with Reflex Road tubing</li>	<li>T:Nine design gives all women riders a customized fit and look</li>	<li>Slim, carbon seatstays and T:Nine tuned fork smooth out the road ahead</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano Tiagra/SRAM 18-speed drivetrain with FSA Gossamer compact cranks offer plenty of quick, easy and efficient gearing options for the climbs</li>	<li>S.T.I. shifters with reach adjust and T:Nine tuned handlebar improves riding confidence</li>	<li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned seatpost adds personalized comfort</li>	<li>Tektro dual-pivot brakes provide quick and easy stops</li>	<li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li>	<li>Lightweight, A-Class wheelset with color-matched, Vittoria Rubino tires for a high level of control, response and lateral rigidity</li></ul>";"849";"0";"0";"True";"16-01-2009 12:28:00:000";"05-02-2018 09:06:26:433";"0";"K2 T";"";"";"";"";"Titanium";"True";"#FFFFFF";"";"";"";"";"""GROUP15"",""GROUP60"""
"PROD112";"LANG2";"";"10101";"K2 T:Nine Twister Ladies Road Bike";"New, compact double gearing makes this advanced road bike lighter and easier to shift for 2008!";"<li>Lighter, more compliant ride thanks to a butted frame with Reflex Road tubing</li><li>T:Nine design gives all women riders a customized fit and look</li><li>Slim, carbon seatstays and T:Nine tuned fork smooth out the road ahead</li><li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li><li>Shimano Tiagra/SRAM 18-speed drivetrain with FSA Gossamer compact cranks offer plenty of quick, easy and efficient gearing options for the climbs</li><li>S.T.I. shifters with reach adjust and T:Nine tuned handlebar improves riding confidence</li><li>Selle San Marco Women&rsquo;s Ischia saddle with T:Nine tuned seatpost adds personalized comfort</li><li>Tektro dual-pivot brakes provide quick and easy stops</li><li>Crank Brothers Smarty clipless pedals deliver more power in every rotation</li><li>Lightweight, A-Class wheelset with color-matched, Vittoria Rubino tires for a high level of control, response and lateral rigidity</li>";"849";"0";"0";"True";"16-01-2009 12:28:00:000";"05-02-2018 09:06:26:480";"0";"K2 T";"";"";"";"";"Titanium";"True";"#FFFFFF";"";"";"";"";"""GROUP15"""
"PROD113";"LANG1";"";"10102";"K2 Enemy Cyclocross Bike 2008";"<p>A keenly honed cyclocross weapon which doubles as a spirited commuter on weekdays!</p>";"<ul>	<li>Butted cross frame with Reflex Road tuning gives you a lightweight and resilient ride</li>	<li>Carbon bladed fork smoothes out rough trails and bumpy roads</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano 105 20-speed drivetrain with FSA Omega compact cranks offer plenty of easy and efficient gearing options for the climbs</li>	<li>Gear indicators in the Shimano 105 S.T.I. shifters eliminate shifting confusion</li>	<li>Selle San Marco Ponza K saddle with Kevlar rear panels add comfort while preventing scrapes and scuffs</li>	<li>Kore Kross Race cantilevers combine excellent mud clearance with powerful stopping performance</li>	<li>Vittoria Cross XG Pro tires supply traction and control in the mud and dirt</li>	<li>Aerodynamic, Alex ALX 220 wheelset provides an excellent strength to weight ratio - perfect for training or commuting</li>	<li>Rear rack mounts let you add a rack when you need to transport extra gear</li></ul>";"999";"0";"0";"True";"16-01-2009 12:32:38:000";"05-02-2018 09:06:26:510";"0";"K2";"";"";"";"";"Titanium";"False";"";"";"";"";"";"""GROUP15"",""GROUP60"""
"PROD113";"LANG2";"";"10102";"K2 Enemy Cyclocross Bike 2008";"A keenly honed cyclocross weapon which doubles as a spirited commuter on weekdays!";"<ul>      <li>Butted cross frame with Reflex Road tuning gives you a lightweight and resilient ride</li>      <li>Carbon bladed fork smoothes out rough trails and bumpy roads</li>      <li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>      <li>Shimano 105 20-speed drivetrain with FSA Omega compact cranks offer plenty of easy and efficient gearing options for the climbs</li>      <li>Gear indicators in the Shimano 105 S.T.I. shifters eliminate shifting confusion</li>      <li>Selle San Marco Ponza K saddle with Kevlar rear panels add comfort while preventing scrapes and scuffs</li>      <li>Kore Kross Race cantilevers combine excellent mud clearance with powerful stopping performance</li>      <li>Vittoria Cross XG Pro tires supply traction and control in the mud and dirt</li>      <li>Aerodynamic, Alex ALX 220 wheelset provides an excellent strength to weight ratio - perfect for training or commuting</li>      <li>Rear rack mounts let you add a rack when you need to transport extra gear</li></ul>";"999";"0";"0";"True";"16-01-2009 12:32:38:000";"05-02-2018 09:06:26:557";"0";"K2";"";"";"";"";"Titanium";"False";"";"";"";"";"";"""GROUP15"""
"PROD114";"LANG1";"";"10103";"K2 Merge Road Bike";"<p>K2&rsquo;s commuter machine, with features to make sure you&#39;re seen!</p>";"<ul>	<li>Butted cross frame with Reflex Road tuning and aluminum fork gives you a lightweight and resilient ride</li>	<li>K2 Bike Fit System stem supplies personalized bar height without the extra weight</li>	<li>Shimano 27-speed drivetrain offers an efficient gear ratio for every situation</li>	<li>Gear indicators in the Shimano Sora S.T.I. shifters eliminate shifting confusion</li>	<li>Selle Royal Dardo saddle with padding and K2 weather-resistant gel tape increase comfort and control</li>	<li>LED light on the saddle cover, lighted end plugs and reflective tire stripes add visibility in low light conditions</li>	<li>Cantilever brakes are UCI legal and still allow for a wide tire clearance</li>	<li>Vittoria Adventure Tour tires add traction and control in wet conditions</li>	<li>Rear rack mounts let you add a rack when you need to transport extra gear</li></ul>";"649";"0";"0";"True";"16-01-2009 12:35:47:000";"05-02-2018 09:06:26:587";"0";"K2";"";"";"";"";"Titanium";"True";"";"";"";"";"";"""GROUP15"",""GROUP60"""
